"red","green","blue","ir","ndvi","Cmmn_Nm","red_blue","red_green","blue_green"
4029,3493,2333,6902,0.262830482115086,"Broadleaf",1.72696099442778,1.15344975665617,0.667907243057544
4809,4553,3681,7394,0.211833155781365,"Broadleaf",1.30643846780766,1.05622666373819,0.808477926641775
4359,3776,2779,6125,0.168447157573445,"Broadleaf",1.56854983807125,1.15439618644068,0.735963983050847
4226,3530,2558,7438,0.275377229080933,"Broadleaf",1.65207193119625,1.1971671388102,0.724645892351275
4687,4159,3044,8980,0.314114289895368,"Broadleaf",1.53975032851511,1.12695359461409,0.731906708343352
4230,3611,2433,7359,0.269997411338338,"Broadleaf",1.73859432799014,1.1714206590972,0.673774577679313
4149,3631,2468,6451,0.217169811320755,"Broadleaf",1.68111831442464,1.14266042412559,0.679702561277885
3886,3273,2210,6053,0.218029982895664,"Broadleaf",1.75837104072398,1.18728994805988,0.675221509318668
4253,3710,2573,8555,0.335883822610868,"Broadleaf",1.65293431791683,1.14636118598383,0.693530997304582
4339,3918,2901,9228,0.360359696321958,"Broadleaf",1.49569114098587,1.10745278203165,0.740428790199081
3624,3200,2170,4856,0.145283018867925,"Broadleaf",1.67004608294931,1.1325,0.678125
4488,4012,2985,7262,0.236085106382979,"Broadleaf",1.5035175879397,1.11864406779661,0.744017946161516
3934,3563,2711,4979,0.11724447436329,"Broadleaf",1.45112504610845,1.1041257367387,0.760875666573113
4221,3584,2553,5193,0.103250478011472,"Broadleaf",1.65334900117509,1.177734375,0.712332589285714
4033,3505,2498,6642,0.24440281030445,"Broadleaf",1.61449159327462,1.15064194008559,0.712696148359486
4097,3553,2404,5407,0.1378367003367,"Broadleaf",1.70424292845258,1.15311004784689,0.676611314382212
3824,2913,1606,4656,0.0981132075471698,"Broadleaf",2.38107098381071,1.31273601098524,0.551321661517336
3696,2790,1531,3517,-0.0248163038957438,"Broadleaf",2.41410842586545,1.3247311827957,0.548745519713262
3912,2873,1688,4928,0.114932126696833,"Broadleaf",2.3175355450237,1.36164288200487,0.587539157674904
4035,3458,2374,6566,0.23875106122064,"Broadleaf",1.69966301600674,1.16685945633314,0.686524002313476
4004,3337,2338,6266,0.220253164556962,"Broadleaf",1.7125748502994,1.19988013185496,0.700629307761462
4255,3758,2668,7732,0.290064236255944,"Broadleaf",1.5948275862069,1.13225119744545,0.709952102182012
4285,3829,2670,7687,0.284163047109923,"Broadleaf",1.60486891385768,1.11909114651345,0.697310002611648
3937,3194,2107,6020,0.209199558099829,"Broadleaf",1.86853345989559,1.23262366938009,0.659674389480276
4085,3561,2472,6093,0.197288268815091,"Broadleaf",1.65250809061489,1.14714967705701,0.694187026116259
4340,3903,2949,7545,0.269667648296172,"Broadleaf",1.47168531705663,1.11196515500897,0.755572636433513
4499,4180,2996,10787,0.411356797069214,"Broadleaf",1.50166889185581,1.07631578947368,0.716746411483254
4434,3861,2982,9237,0.351327627825324,"Broadleaf",1.48692152917505,1.14840714840715,0.772338772338772
4171,3695,2752,7901,0.308979456593771,"Broadleaf",1.515625,1.12882273342355,0.744790257104195
4240,3578,2515,7599,0.283723287439818,"Broadleaf",1.68588469184891,1.18501956400224,0.70290665176076
4136,3649,2478,7316,0.277680754453371,"Broadleaf",1.66908797417272,1.13346122225267,0.679090161688134
4370,3791,2606,7612,0.270572525454849,"Broadleaf",1.6768994627782,1.15273015035611,0.687417567924031
4123,3810,2887,6280,0.207344035374411,"Broadleaf",1.42812608243852,1.08215223097113,0.757742782152231
3915,3321,2146,6008,0.210924115690819,"Broadleaf",1.82432432432432,1.17886178861789,0.646190906353508
4334,3729,2860,5855,0.149278633820787,"Broadleaf",1.51538461538462,1.1622418879056,0.766961651917404
4313,3835,2765,7330,0.25912565489994,"Broadleaf",1.55985533453888,1.12464146023468,0.720990873533246
4277,3625,2482,6852,0.231377482253572,"Broadleaf",1.7232070910556,1.17986206896552,0.684689655172414
4033,3611,2253,6548,0.237690199414044,"Broadleaf",1.79005770084332,1.11686513431182,0.623926890058156
4139,3614,2515,6769,0.241107444077741,"Broadleaf",1.64572564612326,1.14526840066408,0.695904814609851
3921,3408,2308,6985,0.280946268109298,"Broadleaf",1.69887348353553,1.15052816901408,0.677230046948357
4293,3919,2698,8221,0.313888444941665,"Broadleaf",1.59117865085248,1.09543250829293,0.688440928808369
4475,3780,2705,6617,0.193112152902993,"Broadleaf",1.6543438077634,1.18386243386243,0.715608465608466
4131,3813,2901,5287,0.122743682310469,"Broadleaf",1.42399172699069,1.08339889850511,0.760818253343824
4636,4139,3240,7895,0.260075013965366,"Broadleaf",1.43086419753086,1.12007731336072,0.782797777240879
4279,3687,2707,6964,0.238815262830205,"Broadleaf",1.58071666050979,1.16056414429075,0.734201247626797
4242,3632,2665,5355,0.115973741794311,"Broadleaf",1.59174484052533,1.16795154185022,0.73375550660793
4392,3893,2811,6728,0.210071942446043,"Broadleaf",1.5624332977588,1.12817878243,0.722065245312099
4353,3835,2727,6785,0.218351589154247,"Broadleaf",1.5962596259626,1.13507170795306,0.711082138200782
4155,3601,2453,6274,0.203183430817912,"Broadleaf",1.69384427231961,1.15384615384615,0.681199666759233
3880,3090,1779,5288,0.153577661431065,"Broadleaf",2.18100056211355,1.25566343042071,0.575728155339806
3975,3576,2488,7952,0.33344512450742,"Broadleaf",1.59766881028939,1.11157718120805,0.695749440715884
4371,3959,2949,6280,0.179231996995587,"Broadleaf",1.48219735503561,1.10406668350594,0.744885071987876
3859,2913,1880,4339,0.0585508660648939,"Broadleaf",2.05265957446808,1.32475111568829,0.645382766906969
4738,4349,3362,9150,0.317684331797235,"Broadleaf",1.40928019036288,1.0894458496206,0.773051276155438
3787,3113,1985,6108,0.234562910560889,"Broadleaf",1.90780856423174,1.21651140379056,0.637648570510761
4281,3679,2855,7659,0.282914572864322,"Broadleaf",1.49947460595447,1.16363142158195,0.776026094047296
4596,4060,3002,8808,0.314234556848702,"Broadleaf",1.53097934710193,1.1320197044335,0.739408866995074
4204,3685,2505,8198,0.322044831478794,"Broadleaf",1.67824351297405,1.14084124830393,0.679782903663501
4035,3650,2639,6448,0.230182199751979,"Broadleaf",1.52898825312618,1.10547945205479,0.723013698630137
4209,3747,2664,7070,0.253657239116943,"Broadleaf",1.57995495495495,1.12329863891113,0.710968775020016
4278,3689,2659,6399,0.198651306546783,"Broadleaf",1.6088755171117,1.15966386554622,0.720791542423421
4317,3757,2635,6677,0.214662543205385,"Broadleaf",1.63833017077799,1.14905509715198,0.701357466063348
4418,3890,2688,8406,0.310979413599501,"Broadleaf",1.64360119047619,1.13573264781491,0.691002570694087
4466,3869,2745,7110,0.228403593642018,"Broadleaf",1.62695810564663,1.15430343758077,0.709485655208064
3915,2846,1698,4757,0.0970940959409594,"Broadleaf",2.30565371024735,1.3756148981026,0.596626844694308
4989,4453,3612,7141,0.177411376751855,"Broadleaf",1.3812292358804,1.12036829103975,0.81113855827532
4473,4028,2923,7679,0.263824884792627,"Broadleaf",1.53027711255559,1.1104766633565,0.725670307845084
4455,3896,2762,7275,0.240409207161125,"Broadleaf",1.61296162201303,1.14348049281314,0.708932238193018
4099,3625,2630,6079,0.194537237178228,"Broadleaf",1.55855513307985,1.13075862068966,0.72551724137931
3668,2952,1905,3941,0.0358785648574057,"Broadleaf",1.9254593175853,1.24254742547425,0.645325203252033
4094,3378,2366,5928,0.182997405707444,"Broadleaf",1.73034657650042,1.21195973949082,0.700414446417999
4395,3883,2868,7846,0.281921411649375,"Broadleaf",1.53242677824268,1.1318568117435,0.738604172031934
3700,2774,1620,3768,0.00910551687198714,"Broadleaf",2.28395061728395,1.33381398702235,0.583994232155732
4414,3969,3092,7397,0.25256117178901,"Broadleaf",1.42755498059508,1.11211892164273,0.779037540942303
4033,3519,2470,5928,0.190241943579962,"Broadleaf",1.63279352226721,1.14606422279057,0.701903949985791
5350,4708,3759,6606,0.105051856808297,"Broadleaf",1.42325086459165,1.13636363636364,0.798428207306712
4260,3692,2581,6432,0.20314253647587,"Broadleaf",1.6505230530802,1.15384615384615,0.69907908992416
3836,3423,2394,5747,0.199415631848064,"Broadleaf",1.60233918128655,1.12065439672802,0.699386503067485
3953,3285,2172,6151,0.217537608867775,"Broadleaf",1.81998158379374,1.20334855403349,0.661187214611872
4265,4007,2944,8752,0.344703080586925,"Broadleaf",1.44870923913043,1.06438732218617,0.734714250062391
4395,3886,2867,8760,0.331812998859749,"Broadleaf",1.53296128357168,1.13098301595471,0.737776634071024
4230,3701,2604,6861,0.237219367054368,"Broadleaf",1.62442396313364,1.14293434206971,0.703593623345042
4184,3825,2865,7760,0.29939718687207,"Broadleaf",1.46038394415358,1.09385620915033,0.749019607843137
4529,4146,3173,7139,0.223688721288996,"Broadleaf",1.42735581468642,1.09237819585142,0.765315967197299
4491,3935,2744,6648,0.193643953676273,"Broadleaf",1.63666180758017,1.14129606099111,0.697331639135959
4270,3658,2528,8611,0.337007996273581,"Broadleaf",1.68908227848101,1.16730453799891,0.691088026243849
4208,3738,2618,8753,0.350667386775712,"Broadleaf",1.60733384262796,1.12573568753344,0.700374531835206
4416,3979,3033,7611,0.265652282364679,"Broadleaf",1.45598417408506,1.10982658959538,0.762251822065846
4253,3639,2486,6775,0.228690605730867,"Broadleaf",1.71078037007241,1.16872767243748,0.683154712833196
